state,poll_type,sample_size,demographic,percentage,clinton,trump,other1,other2,other3
NH,Party by gender,2800,Democratic men,11%,94%,4%,1%,0%,1%
NH,Party by gender,2800,Democratic women,17%,93%,5%,1%,1%,N/A
NH,Party by gender,2800,Republican men,15%,7%,88%,4%,0%,1%
NH,Party by gender,2800,Republican women,13%,8%,89%,3%,0%,N/A
NH,Party by gender,2800,Independent men,22%,39%,49%,10%,2%,N/A
NH,Party by gender,2800,Independent women,22%,51%,41%,5%,2%,1%
NH,Ideology,2800,Liberal,27%,87%,9%,2%,1%,1%
NH,Ideology,2800,Moderate,42%,52%,41%,5%,1%,1%
NH,Ideology,2800,Conservative,31%,9%,86%,5%,0%,N/A
NH,White born-again or evangelical Christian?,2800,Yes,15%,22%,75%,2%,N/A,1%
NH,White born-again or evangelical Christian?,2800,No,85%,50%,43%,6%,1%,N/A
NH,Marital status,2800,Married,63%,47%,47%,4%,1%,1%
NH,Marital status,2800,Unmarried,37%,51%,42%,5%,1%,1%
NH,Marital status by gender,2800,Married men,30%,46%,48%,6%,1%,N/A
NH,Marital status by gender,2800,Married women,32%,49%,46%,3%,2%,N/A
NH,Marital status by gender,2800,Unmarried men,17%,37%,54%,7%,1%,1%
NH,Marital status by gender,2800,Unmarried women,20%,64%,32%,4%,0%,N/A
NH,When did you decide presidential vote?,2800,Last few days,15%,39%,48%,7%,4%,2%
NH,When did you decide presidential vote?,2800,Last week,6%,N/A,N/A,N/A,N/A,N/A
NH,When did you decide presidential vote?,2800,In October,9%,N/A,N/A,N/A,N/A,N/A
NH,When did you decide presidential vote?,2800,In September,7%,N/A,N/A,N/A,N/A,N/A
NH,When did you decide presidential vote?,2800,Before September,63%,52%,45%,3%,0%,N/A
NH,When did you decide presidential vote?,2800,In the last week,20%,37%,52%,6%,4%,1%
NH,When did you decide presidential vote?,2800,Before that,79%,51%,45%,3%,0%,1%
NH,When did you decide presidential vote?,2800,In the last month,29%,42%,50%,5%,3%,N/A
NH,When did you decide presidential vote?,2800,Before that,71%,51%,45%,3%,0%,1%
NH,Opinion of presidential candidate you voted for,2800,Strongly favor ,47%,45%,50%,3%,1%,1%
NH,Opinion of presidential candidate you voted for,2800,Have reservations,33%,46%,51%,3%,1%,N/A
NH,Opinion of presidential candidate you voted for,2800,Dislike opponents,18%,42%,43%,11%,2%,2%
NH,Most important issue facing the country,2800,Foreign policy,17%,65%,29%,3%,2%,1%
NH,Most important issue facing the country,2800,Immigration,11%,16%,80%,3%,1%,N/A
NH,Most important issue facing the country,2800,Economy,51%,51%,42%,6%,1%,N/A
NH,Most important issue facing the country,2800,Terrorism,18%,37%,59%,3%,1%,N/A
NH,Which candidate quality mattered most?,2800,Cares about me,9%,55%,36%,5%,3%,1%
NH,Which candidate quality mattered most?,2800,Can bring change,43%,10%,85%,4%,0%,1%
NH,Which candidate quality mattered most?,2800,Right experience,26%,93%,6%,2%,0%,N/A
NH,Which candidate quality mattered most?,2800,Good judgment,18%,65%,21%,10%,3%,1%
NH,Illegal immigrants working in the U.S. should be:,2800,Offered legal status,71%,63%,30%,6%,1%,N/A
NH,Illegal immigrants working in the U.S. should be:,2800,Deported to home country,27%,13%,83%,3%,N/A,1%
NH,Do you think immigrants to the U.S. today:,2800,Help the country,57%,72%,21%,6%,1%,N/A
NH,Do you think immigrants to the U.S. today:,2800,Hurt the country,37%,17%,79%,4%,N/A,N/A
NH,Effect of international trade,2800,Creates U.S. jobs,41%,59%,34%,6%,1%,N/A
NH,Effect of international trade,2800,Takes away U.S. jobs,44%,33%,61%,5%,1%,N/A
NH,Effect of international trade,2800,Does not affect jobs,10%,N/A,N/A,N/A,N/A,N/A
NH,How do things work in the U.S. today?,2800,Whites are favored,38%,81%,14%,3%,2%,N/A
NH,How do things work in the U.S. today?,2800,Minorities are favored,24%,9%,87%,3%,N/A,1%
NH,How do things work in the U.S. today?,2800,No group is favored,34%,34%,56%,9%,1%,N/A
NH,Feelings about the federal government,2800,Enthusiastic,4%,N/A,N/A,N/A,N/A,N/A
NH,Feelings about the federal government,2800,Satisfied,20%,85%,13%,2%,0%,N/A
NH,Feelings about the federal government,2800,Dissatisfied,49%,44%,48%,6%,1%,1%
NH,Feelings about the federal government,2800,Angry,26%,12%,80%,5%,2%,1%
NH,Feelings about the federal government,2800,Enthusiastic/Satisfied,24%,85%,13%,2%,0%,N/A
NH,Feelings about the federal government,2800,Dissatisfied/Angry,74%,33%,59%,6%,1%,1%
NH,Opinion of Barack Obama as president,2800,Strongly approve,33%,95%,3%,1%,0%,1%
NH,Opinion of Barack Obama as president,2800,Somewhat approve,21%,69%,22%,6%,3%,N/A
NH,Opinion of Barack Obama as president,2800,Somewhat disapprove,14%,15%,73%,10%,1%,1%
NH,Opinion of Barack Obama as president,2800,Strongly disapprove,31%,4%,94%,2%,1%,N/A
NH,Opinion of Barack Obama as president,2800,Approve,54%,85%,10%,5%
NH,Opinion of Barack Obama as president,2800,Disapprove,45%,7%,87%,6%
NH,Opinion of Hillary Clinton,2800,Favorable,40%,97%,2%,0%,0%,1%
NH,Opinion of Hillary Clinton,2800,Unfavorable,59%,17%,75%,6%,2%,N/A
NH,Opinion of Donald Trump,2800,Favorable,34%,5%,94%,N/A,0%,1%
NH,Opinion of Donald Trump,2800,Unfavorable,64%,74%,18%,6%,2%,N/A
NH,Opinion of Clinton and Trump,2800,Both favorable,1%,N/A,N/A,N/A,N/A,N/A
NH,Opinion of Clinton and Trump,2800,Only Clinton favorable,38%,98%,1%,0%,N/A,1%
NH,Opinion of Clinton and Trump,2800,Only Trump favorable,33%,3%,97%,N/A,N/A,N/A
NH,Opinion of Clinton and Trump,2800,Both unfavorable,25%,36%,45%,13%,5%,1%
NH,Opinion of Maggie Hassan,2800,Favorable,50%,84%,12%,4%,0%,N/A
NH,Opinion of Maggie Hassan,2800,Unfavorable,47%,13%,78%,6%,2%,1%
NH,Opinion of Kelly Ayotte,2800,Favorable,46%,21%,74%,5%,N/A,N/A
NH,Opinion of Kelly Ayotte,2800,Unfavorable,50%,75%,18%,5%,2%,N/A
NH,Is Hillary Clinton honest and trustworthy?,2800,Yes,35%,97%,2%,0%,1%,N/A
NH,Is Hillary Clinton honest and trustworthy?,2800,No,63%,17%,74%,8%,1%,N/A
NH,Is Donald Trump honest and trustworthy?,2800,Yes,36%,3%,97%,0%,N/A,N/A
NH,Is Donald Trump honest and trustworthy?,2800,No,62%,71%,19%,8%,2%,N/A
NH,Which candidate is honest?,2800,Both are,1%,N/A,N/A,N/A,N/A,N/A
NH,Which candidate is honest?,2800,Only Clinton is,33%,98%,1%,0%,1%,N/A
NH,Which candidate is honest?,2800,Only Trump is,35%,1%,99%,0%,N/A,N/A
NH,Which candidate is honest?,2800,Neither is,28%,37%,42%,17%,3%,1%
NH,Is Clinton qualified to serve as president?,2800,Yes,52%,87%,9%,2%,1%,1%
NH,Is Clinton qualified to serve as president?,2800,No,47%,6%,86%,6%,2%,N/A
NH,Is Trump qualified to serve as president?,2800,Yes,37%,4%,94%,1%,0%,1%
NH,Is Trump qualified to serve as president?,2800,No,62%,76%,16%,6%,2%,N/A
NH,Who is qualified to serve as president?,2800,Both are,5%,N/A,N/A,N/A,N/A,N/A
NH,Who is qualified to serve as president?,2800,Only Clinton is,47%,94%,3%,2%,1%,N/A
NH,Who is qualified to serve as president?,2800,Only Trump is,32%,2%,97%,1%,N/A,N/A
NH,Who is qualified to serve as president?,2800,Neither is,14%,14%,60%,18%,6%,2%
NH,Does Clinton have the temperament to be president?,2800,Yes,51%,87%,9%,4%,1%,N/A
NH,Does Clinton have the temperament to be president?,2800,No,47%,2%,91%,6%,1%,N/A
NH,Does Trump have the temperament to be president?,2800,Yes,38%,2%,97%,1%,N/A,N/A
NH,Does Trump have the temperament to be president?,2800,No,61%,73%,18%,7%,2%,N/A
NH,Which candidate has the right temperament?,2800,Both do,4%,N/A,N/A,N/A,N/A,N/A
NH,Which candidate has the right temperament?,2800,Only Clinton does,48%,92%,3%,3%,1%,1%
NH,Which candidate has the right temperament?,2800,Only Trump does,34%,0%,99%,1%,N/A,N/A
NH,Which candidate has the right temperament?,2800,Neither does,13%,4%,71%,19%,5%,1%
NH,Does Clinton's use of private email bother you:,2800,A lot,48%,7%,84%,7%,2%,N/A
NH,Does Clinton's use of private email bother you:,2800,Some,19%,75%,18%,5%,1%,1%
NH,Does Clinton's use of private email bother you:,2800,Not much,19%,93%,5%,2%,1%,N/A
NH,Does Clinton's use of private email bother you:,2800,Not at all,13%,97%,2%,1%,N/A,N/A
NH,Does Clinton's use of private email bother you?,2800,Yes,67%,26%,65%,7%,1%,1%
NH,Does Clinton's use of private email bother you?,2800,No,32%,95%,4%,1%,0%,N/A
NH,Does Donald Trump's treatment of women bother you:,2800,A lot,52%,85%,8%,5%,2%,N/A
NH,Does Donald Trump's treatment of women bother you:,2800,Some,20%,19%,75%,6%,1%,N/A
NH,Does Donald Trump's treatment of women bother you:,2800,Not much,15%,2%,93%,4%,N/A,1%
NH,Does Donald Trump's treatment of women bother you:,2800,Not at all,12%,N/A,N/A,N/A,N/A,N/A
NH,Does Donald Trump's treatment of women bother you?,2800,Yes,72%,67%,26%,5%,1%,1%
NH,Does Donald Trump's treatment of women bother you?,2800,No,28%,2%,94%,4%,N/A,N/A
NH,Who would better handle the economy?,2800,Clinton,50%,93%,2%,4%,1%,N/A
NH,Who would better handle the economy?,2800,Trump,48%,4%,90%,5%,0%,1%
NH,Who would better handle foreign policy?,2800,Clinton,55%,87%,7%,5%,1%,N/A
NH,Who would better handle foreign policy?,2800,Trump,42%,1%,95%,3%,0%,1%
NH,Condition of national economy,2800,Excellent,3%,N/A,N/A,N/A,N/A,N/A
NH,Condition of national economy,2800,Good,39%,73%,20%,5%,1%,1%
NH,Condition of national economy,2800,Not good,40%,28%,66%,5%,1%,N/A
NH,Condition of national economy,2800,Poor,16%,8%,87%,4%,1%,N/A
NH,Condition of national economy,2800,Good,42%,75%,19%,5%,1%,N/A
NH,Condition of national economy,2800,Poor,57%,22%,72%,5%,1%,N/A
NH,Financial situation compared to four years ago:,2800,Better today,35%,74%,19%,6%,1%,N/A
NH,Financial situation compared to four years ago:,2800,Worse today,28%,14%,79%,4%,1%,2%
NH,Financial situation compared to four years ago:,2800,About the same,36%,53%,43%,3%,1%,N/A
NH,Life for the next generation of Americans will be:,2800,Better than today,32%,66%,31%,3%,0%,N/A
NH,Life for the next generation of Americans will be:,2800,Worse than today,41%,29%,62%,7%,2%,N/A
NH,Life for the next generation of Americans will be:,2800,About the same,24%,64%,31%,4%,0%,1%
NH,Did any campaign contact you?,2800,Only Clinton,23%,88%,10%,2%,0%,N/A
NH,Did any campaign contact you?,2800,Only Trump,8%,N/A,N/A,N/A,N/A,N/A
NH,Did any campaign contact you?,2800,Both,18%,55%,39%,5%,1%,N/A
NH,Did any campaign contact you?,2800,Neither,47%,34%,58%,5%,2%,1%
NH,Were you contacted by the Clinton campaign?,2800,Yes,41%,73%,23%,4%
NH,Were you contacted by the Clinton campaign?,2800,No,54%,30%,63%,7%
NH,Were you contacted by the Trump campaign?,2800,Yes,26%,41%,54%,5%
NH,Were you contacted by the Trump campaign?,2800,No,70%,52%,42%,6%
NH,Vote for president in a two-way race,2800,Clinton,50%,97%,1%,2%
NH,Vote for president in a two-way race,2800,Trump,46%,N/A,97%,3%
NH,Vote for president in a two-way race,2800,Would not vote,4%,N/A,N/A,N/A
NH,Area type,2800,Urban area,9%,52%,42%,6%
NH,Area type,2800,Suburban area,53%,47%,47%,6%
NH,Area type,2800,Rural area,37%,47%,47%,6%
NH,Region,2800,Seacoast,17%,53%,41%,5%,1%,N/A
NH,Region,2800,Manchester / Nashua Area,18%,49%,45%,4%,1%,1%
NH,Region,2800,Concord / Ct. Valley,21%,54%,41%,4%,1%,N/A
NH,Region,2800,South,27%,40%,54%,5%,1%,N/A
NH,Region,2800,North,17%,44%,51%,4%,1%,N/A
