state,poll_type,sample_size,demographic,percentage,clinton,trump,other1,other2,other3
NM,Opinion of presidential candidate you voted for,2014,Have reservations,27%,56%,36%,7%,N/A,1%
NM,Opinion of presidential candidate you voted for,2014,Dislike opponents,28%,35%,44%,15%,3%,3%
NM,Most important issue facing the country,2014,Foreign policy,14%,55%,37%,5%,2%,1%
NM,Most important issue facing the country,2014,Immigration,11%,38%,55%,7%,1%,N/A
NM,Most important issue facing the country,2014,Economy,55%,50%,37%,10%,1%,2%
NM,Most important issue facing the country,2014,Terrorism,16%,38%,48%,13%,1%,N/A
NM,Which candidate quality mattered most?,2014,Cares about me,14%,50%,34%,12%,3%,1%
NM,Which candidate quality mattered most?,2014,Can bring change,33%,17%,77%,4%,1%,1%
NM,Which candidate quality mattered most?,2014,Right experience,23%,88%,8%,3%,0%,1%
NM,Which candidate quality mattered most?,2014,Good judgment,25%,49%,28%,18%,2%,3%
NM,Illegal immigrants working in the U.S. should be:,2014,Offered legal status,82%,56%,31%,10%,2%,1%
NM,Illegal immigrants working in the U.S. should be:,2014,Deported to home country,15%,10%,83%,7%,0%,N/A
NM,View of U.S. wall along the entire Mexican border,2014,Support,38%,11%,84%,4%,1%,N/A
NM,View of U.S. wall along the entire Mexican border,2014,Oppose,59%,72%,12%,13%,2%,1%
NM,Do you think immigrants to the U.S. today:,2014,Help the country,65%,66%,19%,12%,2%,1%
NM,Do you think immigrants to the U.S. today:,2014,Hurt the country,24%,13%,80%,7%,N/A,N/A
NM,How do things work in the U.S. today?,2014,Whites are favored,41%,75%,12%,11%,2%,N/A
NM,How do things work in the U.S. today?,2014,Minorities are favored,20%,11%,80%,7%,0%,2%
NM,How do things work in the U.S. today?,2014,No group is favored,36%,41%,46%,10%,1%,2%
NM,Feelings about the federal government,2014,Enthusiastic,4%,N/A,N/A,N/A,N/A,N/A
NM,Feelings about the federal government,2014,Satisfied,27%,80%,13%,5%,1%,1%
NM,Feelings about the federal government,2014,Dissatisfied,41%,44%,40%,13%,2%,1%
NM,Feelings about the federal government,2014,Angry,28%,16%,70%,11%,1%,2%
NM,Feelings about the federal government,2014,Enthusiastic/Satisfied,31%,83%,11%,4%,1%,1%
NM,Feelings about the federal government,2014,Dissatisfied/Angry,68%,33%,52%,12%,2%,1%
NM,Opinion of Barack Obama as president,2014,Strongly approve,35%,87%,2%,9%,1%,1%
NM,Opinion of Barack Obama as president,2014,Somewhat approve,22%,62%,21%,14%,2%,1%
NM,Opinion of Barack Obama as president,2014,Somewhat disapprove,10%,15%,62%,14%,4%,5%
NM,Opinion of Barack Obama as president,2014,Strongly disapprove,32%,4%,90%,5%,1%,N/A
NM,Opinion of Barack Obama as president,2014,Approve,57%,78%,9%,11%,2%,N/A
NM,Opinion of Barack Obama as president,2014,Disapprove,42%,7%,83%,7%,1%,2%
NM,Opinion of Hillary Clinton,2014,Favorable,46%,92%,2%,5%,0%,1%
NM,Opinion of Hillary Clinton,2014,Unfavorable,53%,10%,74%,12%,2%,2%
NM,Opinion of Donald Trump,2014,Favorable,36%,6%,91%,2%,0%,1%
NM,Opinion of Donald Trump,2014,Unfavorable,63%,72%,11%,13%,2%,2%
NM,Opinion of Clinton and Trump,2014,Both favorable,3%,N/A,N/A,N/A,N/A,N/A
NM,Opinion of Clinton and Trump,2014,Only Clinton favorable,43%,94%,0%,5%,0%,1%
NM,Opinion of Clinton and Trump,2014,Only Trump favorable,33%,1%,97%,2%,0%,N/A
NM,Opinion of Clinton and Trump,2014,Both unfavorable,20%,25%,35%,30%,6%,4%
NM,Opinion of Gary Johnson,2014,Favorable,46%,47%,32%,19%,1%,1%
NM,Opinion of Gary Johnson,2014,Unfavorable,47%,49%,47%,1%,2%,1%
NM,Is Hillary Clinton honest and trustworthy?,2014,Yes,39%,94%,3%,2%,0%,1%
NM,Is Hillary Clinton honest and trustworthy?,2014,No,60%,18%,64%,15%,2%,1%
NM,Is Donald Trump honest and trustworthy?,2014,Yes,33%,3%,92%,5%,N/A,N/A
NM,Is Donald Trump honest and trustworthy?,2014,No,65%,72%,12%,12%,2%,2%
NM,Which candidate is honest?,2014,Both are,2%,N/A,N/A,N/A,N/A,N/A
NM,Which candidate is honest?,2014,Only Clinton is,37%,98%,0%,1%,0%,1%
NM,Which candidate is honest?,2014,Only Trump is,31%,1%,95%,4%,N/A,N/A
NM,Which candidate is honest?,2014,Neither is,28%,38%,28%,26%,4%,4%
NM,Does Clinton have the temperament to be president?,2014,Yes,53%,87%,7%,5%,2%,N/A
NM,Does Clinton have the temperament to be president?,2014,No,45%,5%,77%,15%,1%,2%
NM,Does Trump have the temperament to be president?,2014,Yes,34%,3%,94%,3%,0%,N/A
NM,Does Trump have the temperament to be president?,2014,No,65%,72%,11%,13%,2%,2%
NM,Which candidate has the right temperament?,2014,Both do,4%,N/A,N/A,N/A,N/A,N/A
NM,Which candidate has the right temperament?,2014,Only Clinton does,50%,92%,2%,4%,2%,N/A
NM,Which candidate has the right temperament?,2014,Only Trump does,30%,1%,98%,1%,N/A,N/A
NM,Which candidate has the right temperament?,2014,Neither does,16%,11%,37%,43%,3%,6%
NM,Is Clinton qualified to serve as president?,2014,Yes,52%,86%,4%,8%,1%,1%
NM,Is Clinton qualified to serve as president?,2014,No,47%,6%,80%,10%,2%,2%
NM,Is Trump qualified to serve as president?,2014,Yes,38%,4%,92%,4%,0%,N/A
NM,Is Trump qualified to serve as president?,2014,No,60%,76%,8%,13%,2%,1%
NM,Who is qualified to serve as president?,2014,Both are,3%,N/A,N/A,N/A,N/A,N/A
NM,Who is qualified to serve as president?,2014,Only Clinton is,49%,90%,1%,7%,1%,1%
NM,Who is qualified to serve as president?,2014,Only Trump is,35%,3%,95%,2%,0%,N/A
NM,Who is qualified to serve as president?,2014,Neither is,12%,15%,37%,36%,6%,6%
NM,Who would better handle the economy?,2014,Clinton,50%,90%,1%,8%,1%,N/A
NM,Who would better handle the economy?,2014,Trump,44%,3%,89%,7%,0%,1%
NM,Who would better handle foreign policy?,2014,Clinton,55%,83%,6%,10%,1%,N/A
NM,Who would better handle foreign policy?,2014,Trump,40%,4%,91%,5%,0%,N/A
NM,Does Clinton's use of private email bother you:,2014,A lot,44%,12%,74%,12%,1%,1%
NM,Does Clinton's use of private email bother you:,2014,Some,21%,63%,19%,13%,2%,3%
NM,Does Clinton's use of private email bother you:,2014,Not much,15%,86%,4%,7%,2%,1%
NM,Does Clinton's use of private email bother you:,2014,Not at all,18%,88%,6%,3%,3%,N/A
NM,Does Clinton's use of private email bother you?,2014,Yes,65%,28%,56%,13%,1%,2%
NM,Does Clinton's use of private email bother you?,2014,No,34%,87%,5%,5%,2%,1%
NM,Does Donald Trump's treatment of women bother you:,2014,A lot,53%,79%,8%,9%,2%,2%
NM,Does Donald Trump's treatment of women bother you:,2014,Some,17%,24%,58%,17%,0%,1%
NM,Does Donald Trump's treatment of women bother you:,2014,Not much,12%,N/A,N/A,N/A,N/A,N/A
NM,Does Donald Trump's treatment of women bother you:,2014,Not at all,16%,10%,85%,4%,N/A,1%
NM,Does Donald Trump's treatment of women bother you?,2014,Yes,70%,65%,20%,11%,2%,2%
NM,Does Donald Trump's treatment of women bother you?,2014,No,28%,7%,85%,8%,N/A,N/A
NM,Condition of national economy,2014,Excellent,3%,N/A,N/A,N/A,N/A,N/A
NM,Condition of national economy,2014,Good,33%,85%,10%,3%,1%,1%
NM,Condition of national economy,2014,Not good,37%,41%,42%,15%,1%,1%
NM,Condition of national economy,2014,Poor,27%,10%,75%,11%,1%,3%
NM,Condition of national economy,2014,Good,36%,85%,10%,3%,1%,1%
NM,Condition of national economy,2014,Poor,64%,28%,56%,13%,1%,2%
NM,Life for the next generation of Americans will be:,2014,Better than today,41%,57%,37%,5%,1%,N/A
NM,Life for the next generation of Americans will be:,2014,Worse than today,25%,33%,53%,12%,1%,1%
NM,Life for the next generation of Americans will be:,2014,About the same,30%,52%,31%,13%,2%,2%
NM,Vote for president in a two-way race,2014,Clinton,50%,95%,0%,4%,1%,N/A
NM,Vote for president in a two-way race,2014,Trump,39%,0%,93%,6%,1%,N/A
NM,Vote for president in a two-way race,2014,Would not vote,10%,10%,22%,54%,5%,9%
NM,Area type,2014,Urban area,51%,57%,31%,9%,1%,2%
NM,Area type,2014,Suburban area,17%,42%,45%,12%,1%,N/A
NM,Area type,2014,Rural area,32%,38%,51%,8%,2%,1%
NM,Region,2014,Little TX / East,14%,23%,65%,9%,2%,1%
NM,Region,2014,N. Central,15%,69%,19%,10%,2%,N/A
NM,Region,2014,Albuquerque Area,50%,51%,38%,10%,1%,N/A
NM,Region,2014,West,21%,44%,43%,9%,1%,3%
