state,poll_type,sample_size,demographic,percentage,clinton,trump,other1,other2,other3
CO,When did you decide presidential vote?,1335,In the last week,6%,N/A,N/A,N/A,N/A,N/A
CO,When did you decide presidential vote?,1335,Before that,91%,49%,43%,5%,1%,2%
CO,When did you decide presidential vote?,1335,In the last month,22%,37%,48%,9%,2%,4%
CO,When did you decide presidential vote?,1335,Before that,75%,52%,42%,4%,1%,1%
CO,Opinion of presidential candidate you voted for,1335,Strongly favor ,38%,57%,38%,2%,2%,1%
CO,Opinion of presidential candidate you voted for,1335,Have reservations,25%,46%,42%,9%,0%,3%
CO,Opinion of presidential candidate you voted for,1335,Dislike opponents,35%,41%,51%,4%,1%,3%
CO,Most important issue facing the country,1335,Foreign policy,17%,61%,30%,7%,1%,1%
CO,Most important issue facing the country,1335,Immigration,11%,37%,59%,2%,2%,N/A
CO,Most important issue facing the country,1335,Economy,54%,53%,38%,6%,1%,2%
CO,Most important issue facing the country,1335,Terrorism,14%,30%,67%,1%,N/A,2%
CO,Which candidate quality mattered most?,1335,Cares about me,13%,49%,44%,3%,3%,1%
CO,Which candidate quality mattered most?,1335,Can bring change,29%,5%,88%,4%,1%,2%
CO,Which candidate quality mattered most?,1335,Right experience,27%,88%,8%,4%,N/A,N/A
CO,Which candidate quality mattered most?,1335,Good judgment,28%,56%,32%,8%,2%,2%
CO,Illegal immigrants working in the U.S. should be:,1335,Offered legal status,78%,58%,34%,6%,1%,1%
CO,Illegal immigrants working in the U.S. should be:,1335,Deported to home country,16%,13%,83%,1%,N/A,3%
CO,View of U.S. wall along the entire Mexican border,1335,Support,38%,9%,89%,2%,0%,N/A
CO,View of U.S. wall along the entire Mexican border,1335,Oppose,59%,75%,14%,7%,2%,2%
CO,Do you think immigrants to the U.S. today:,1335,Help the country,64%,67%,25%,6%,1%,1%
CO,Do you think immigrants to the U.S. today:,1335,Hurt the country,24%,12%,81%,2%,1%,4%
CO,How do things work in the U.S. today?,1335,Whites are favored,34%,82%,10%,5%,2%,1%
CO,How do things work in the U.S. today?,1335,Minorities are favored,20%,12%,83%,4%,0%,1%
CO,How do things work in the U.S. today?,1335,No group is favored,39%,39%,51%,5%,1%,4%
CO,Feelings about the federal government,1335,Enthusiastic,4%,N/A,N/A,N/A,N/A,N/A
CO,Feelings about the federal government,1335,Satisfied,25%,85%,13%,2%,N/A,N/A
CO,Feelings about the federal government,1335,Dissatisfied,37%,44%,46%,6%,2%,2%
CO,Feelings about the federal government,1335,Angry,32%,20%,70%,7%,2%,1%
CO,Feelings about the federal government,1335,Enthusiastic/Satisfied,29%,85%,12%,1%,N/A,2%
CO,Feelings about the federal government,1335,Dissatisfied/Angry,70%,33%,57%,6%,2%,2%
CO,Opinion of Barack Obama as president,1335,Strongly approve,35%,95%,2%,1%,0%,2%
CO,Opinion of Barack Obama as president,1335,Somewhat approve,19%,66%,15%,11%,3%,5%
CO,Opinion of Barack Obama as president,1335,Somewhat disapprove,9%,12%,68%,14%,5%,1%
CO,Opinion of Barack Obama as president,1335,Strongly disapprove,35%,3%,93%,3%,0%,1%
CO,Opinion of Barack Obama as president,1335,Approve,53%,85%,6%,5%,1%,3%
CO,Opinion of Barack Obama as president,1335,Disapprove,45%,5%,88%,5%,1%,1%
CO,Opinion of Hillary Clinton,1335,Favorable,44%,94%,3%,2%,1%,N/A
CO,Opinion of Hillary Clinton,1335,Unfavorable,54%,10%,78%,7%,2%,3%
CO,Opinion of Donald Trump,1335,Favorable,37%,3%,97%,0%,0%,N/A
CO,Opinion of Donald Trump,1335,Unfavorable,62%,76%,12%,7%,2%,3%
CO,Opinion of Clinton and Trump,1335,Both favorable,2%,N/A,N/A,N/A,N/A,N/A
CO,Opinion of Clinton and Trump,1335,Only Clinton favorable,42%,97%,N/A,2%,1%,N/A
CO,Opinion of Clinton and Trump,1335,Only Trump favorable,35%,2%,98%,0%,0%,N/A
CO,Opinion of Clinton and Trump,1335,Both unfavorable,19%,27%,40%,20%,5%,8%
CO,Is Hillary Clinton honest and trustworthy?,1335,Yes,38%,97%,1%,1%,0%,1%
CO,Is Hillary Clinton honest and trustworthy?,1335,No,60%,18%,71%,7%,2%,2%
CO,Is Donald Trump honest and trustworthy?,1335,Yes,35%,3%,94%,1%,1%,1%
CO,Is Donald Trump honest and trustworthy?,1335,No,64%,73%,16%,7%,1%,3%
CO,Which candidate is honest?,1335,Both are,1%,N/A,N/A,N/A,N/A,N/A
CO,Which candidate is honest?,1335,Only Clinton is,36%,99%,0%,1%,0%,N/A
CO,Which candidate is honest?,1335,Only Trump is,33%,1%,96%,1%,1%,1%
CO,Which candidate is honest?,1335,Neither is,27%,38%,39%,15%,3%,5%
CO,Does Clinton have the temperament to be president?,1335,Yes,58%,80%,11%,5%,1%,3%
CO,Does Clinton have the temperament to be president?,1335,No,41%,5%,89%,4%,2%,N/A
CO,Does Trump have the temperament to be president?,1335,Yes,36%,2%,96%,1%,0%,1%
CO,Does Trump have the temperament to be president?,1335,No,63%,76%,13%,7%,2%,2%
CO,Which candidate has the right temperament?,1335,Both do,5%,N/A,N/A,N/A,N/A,N/A
CO,Which candidate has the right temperament?,1335,Only Clinton does,53%,87%,3%,6%,1%,3%
CO,Which candidate has the right temperament?,1335,Only Trump does,31%,1%,97%,1%,N/A,1%
CO,Which candidate has the right temperament?,1335,Neither does,10%,15%,63%,12%,7%,3%
CO,Is Clinton qualified to serve as president?,1335,Yes,56%,85%,9%,5%,1%,N/A
CO,Is Clinton qualified to serve as president?,1335,No,43%,3%,88%,5%,2%,2%
CO,Is Trump qualified to serve as president?,1335,Yes,38%,3%,95%,1%,0%,1%
CO,Is Trump qualified to serve as president?,1335,No,61%,78%,11%,7%,2%,2%
CO,Who is qualified to serve as president?,1335,Both are,5%,N/A,N/A,N/A,N/A,N/A
CO,Who is qualified to serve as president?,1335,Only Clinton is,51%,92%,2%,5%,1%,N/A
CO,Who is qualified to serve as president?,1335,Only Trump is,33%,1%,98%,1%,0%,N/A
CO,Who is qualified to serve as president?,1335,Neither is,10%,8%,57%,17%,7%,11%
CO,Who would better handle the economy?,1335,Clinton,48%,95%,0%,5%
CO,Who would better handle the economy?,1335,Trump,46%,3%,93%,4%
CO,Who would better handle foreign policy?,1335,Clinton,55%,85%,8%,5%,1%,1%
CO,Who would better handle foreign policy?,1335,Trump,41%,3%,94%,3%,0%,N/A
CO,Condition of national economy,1335,Excellent,4%,N/A,N/A,N/A,N/A,N/A
CO,Condition of national economy,1335,Good,40%,84%,10%,5%,0%,1%
CO,Condition of national economy,1335,Not good,29%,27%,63%,7%,1%,2%
CO,Condition of national economy,1335,Poor,27%,14%,78%,3%,2%,3%
CO,Condition of national economy,1335,Good,44%,84%,10%,5%,0%,1%
CO,Condition of national economy,1335,Poor,56%,21%,70%,5%,2%,2%
CO,Life for the next generation of Americans will be:,1335,Better than today,28%,64%,33%,2%,0%,1%
CO,Life for the next generation of Americans will be:,1335,Worse than today,31%,24%,66%,5%,2%,3%
CO,Life for the next generation of Americans will be:,1335,About the same,37%,60%,30%,7%,1%,2%
CO,Which best describes you?,1335,Moved to Colo. since 2006,13%,44%,46%,5%,3%,2%
CO,Which best describes you?,1335,Moved to Colo. pre-2006,50%,52%,42%,4%,1%,1%
CO,Which best describes you?,1335,Born in Colorado,38%,46%,44%,6%,1%,3%
CO,Which better describes you?,1335,Born in Colorado,38%,46%,44%,6%,1%,3%
CO,Which better describes you?,1335,Moved to Colorado,62%,50%,43%,4%,1%,2%
CO,Vote for president in a two-way race,1335,Clinton,50%,95%,0%,5%
CO,Vote for president in a two-way race,1335,Trump,43%,0%,97%,3%
CO,Vote for president in a two-way race,1335,Would not vote,6%,N/A,N/A,N/A
CO,Area type,1335,Urban area,39%,53%,39%,3%,2%,3%
CO,Area type,1335,Suburban area,49%,48%,44%,6%,1%,1%
CO,Area type,1335,Rural area,12%,37%,57%,4%,0%,2%
CO,Region,1335,East,17%,41%,52%,5%,1%,1%
CO,Region,1335,Denver / Eastern Suburbs,31%,61%,31%,3%,2%,3%
CO,Region,1335,Western Suburbs / Boulder,19%,58%,35%,6%,1%,N/A
CO,Region,1335,Southern Front Range,20%,31%,58%,7%,1%,3%
CO,Region,1335,Colorado Rockies,14%,40%,52%,5%,0%,3%
